"CustomerID","CLVSegment","Gender","Age","ResBiz","Optout","CreditStatus","SalesChannel","ContractDuration","ContractEndMonths","ZipDemographHouseOther","ZipDemographHouseRenter","ZipDemographHouseOwner","ZipDemographAvgAge","AvgCallsIn","AvgTxtsIn","AvgCallsOut","ZipCode","ReferenceModel","Churn"
"CE-1670638","LARGE","F",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.633333333,1,48,51,45.8,35.33333333,0,97.33333333,"92014",0.748298034578965,"Yes"
"CE-955248","SMALL","F",30,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.633333333,0,0,100,55.9,11.66666667,0,25,"43868",0.69708870842762,"N"
"CE-2602242","SMALL","M",41,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.633333333,1,15,84,47.6,18,0.333333333,31,"77677",0.786746262733954,"N"
"CE-7394317","LARGE","F",22,"N","Y","Y","THIRD PARTY SALES CHANNEL",12,2.633333333,1,55,44,37.3,70.33333333,8.333333333,341,"68211",0.996335204812286,"Yes"
"CE-7097250","MEDIUM","F",22,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.633333333,1,81,18,32.8,63,2,77.33333333,"73034",0.50859579398265,"Yes"
"CE-6563667","LARGE","F",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.633333333,1,94,5,36.5,94.66666667,1.333333333,162,"01513",0.186860537544562,"No"
"CE-4847308","MEDIUM","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.633333333,1,94,5,33.3,41.33333333,8.333333333,33.33333333,"01616",0.979028527252725,"N"
"CE-7358228","LARGE","F",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.633333333,0,100,0,28.1,141.6666667,46.66666667,129.3333333,"33827",0.681946243763266,"Yes"
"CE-9502595","LARGE","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,16,83,43.7,128.6666667,14.33333333,224.6666667,"90311",0.712756862910213,"No"
"CE-6210718","LARGE","F",20,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,36,63,45,86.33333333,20.66666667,59.33333333,"04591",0.979340907290449,"y"
"CE-8634988","LARGE","M",26,"N","Y","Y","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,29.4,61,3.333333333,110.3333333,"33847",0.0840215261541515,"No"
"CE-8232894","LARGE","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,34.3,138,2.333333333,153.6666667,"33538",0.565965115515652,"N"
"CE-63271","MEDIUM","M",52,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,0,100,47.9,13,2.333333333,38.33333333,"43758",0.92535809452581,"Yes"
"CE-2325452","LARGE","F",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,64,35,48.6,110.6666667,6,89,"22332",0.056014837650708,"y"
"CE-7383917","MEDIUM","M",40,"N","N","N","PRIVATE SALES CHANNEL",12,2.6,0,0,100,45.7,30.33333333,0,54.33333333,"43520",0.378163457299571,"No"
"CE-6353599","MEDIUM","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,71,29,33.8,114.6666667,1.666666667,152.3333333,"69109",0.967630016838753,"N"
"CE-3376546","LARGE","F",21,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,85,14,36.1,251,7.666666667,169,"23330",0.916899336742703,"Yes"
"CE-6262106","LARGE","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,90,9,44.6,92,1,106,"00998",0.731344217619603,"Y"
"CE-5733251","MEDIUM","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,17,82,52.6,60,4,151.3333333,"18801",0.12143812741521,"Yes"
"CE-521760","MEDIUM","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,44,55,41.6,11,1,20.33333333,"81513",0.99954779512106,"Y"
"CE-7814052","LARGE","F",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,57,42,42.7,79.66666667,35,81.66666667,"58702",0.804525524193803,"Y"
"CE-4826816","LARGE","F",39,"N","Y","Y","THIRD PARTY SALES CHANNEL",,2.6,1,55,44,46,64,1,235.6666667,"68871",0.701893687307951,"Y"
"CE-8933189","MEDIUM","M",30,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,61,38,47.5,80.33333333,4.666666667,93.66666667,"20796",0.121556101106267,"No"
"CE-4944719","MEDIUM","F",21,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,51.9,61.33333333,0,65,"33706",0.53091007574261,"Y"
"CE-2474115","MEDIUM","F",33,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,88,11,46.6,45,1,129,"15861",0.735423829745646,"Y"
"CE-5438802","LARGE","M",29,"N","Y","Y","THIRD PARTY SALES CHANNEL",12,2.6,1,90,9,47.9,29.33333333,6.333333333,47.33333333,"00147",0.99894490075845,"Y"
"CE-624498","SMALL","F",44,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,0,0,100,42.7,28.66666667,0,81.66666667,"43313",0.292641025650643,"y"
"CE-9341490","LARGE","F",33,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,43.8,107.3333333,7.333333333,247,"33609",0.0146544248318434,"N"
"CE-4143261","TOP","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,24.6,180.3333333,158,107.6666667,"33206",0.547954033058168,"Y"
"CE-3692593","MEDIUM","M",21,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,45,54,49.9,57.33333333,2,42,"30871",0.496666008019959,"Y"
"CE-4794607","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,0,100,37.1,16.33333333,13,37.33333333,"43638",0.325332841227847,"N"
"CE-3786550","MEDIUM","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,27.2,49.33333333,16.33333333,58,"33697",0.446481515477353,"Yes"
"CE-8645256","LARGE","F",26,"N","N","N","PRIVATE SALES CHANNEL",12,2.6,1,20,79,46.1,16,0.333333333,52.33333333,"",0.0219022054427591,"No"
"CE-5048814","LARGE","F",48,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,52,47,46.9,67,0.333333333,81.66666667,"41994",0.875707991360295,"Yes"
"CE-690144","SMALL","M",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,47,52,35.9,14.66666667,0.666666667,23,"67164",0.72876391954255,"Y"
"CE-1916708","MEDIUM","M",54,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,0,100,44.5,16,0.333333333,28,"43171",0.413449318852408,"N"
"CE-7594184","LARGE","M",48,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,100,0,31.1,95.66666667,0,72.33333333,"33391",0.377840202775363,"Y"
"CE-8640106","MEDIUM","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,57,42,33.1,52.66666667,1,72,"58997",0.923861998580002,"Y"
"CE-9325228","LARGE","M",44,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,70,29,45.4,100.6666667,0,42.33333333,"65150",0.202002860463111,"N"
"CE-2949520","LARGE","F",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,83,17,31.8,94.66666667,5.333333333,92,"29611",0.421726978410132,"Y"
"CE-3143361","SMALL","F",35,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,0,100,46.3,1.666666667,0.333333333,2.333333333,"43600",0.0839947015143957,"N"
"CE-6767246","MEDIUM","F",33,"N","Y","Y","THIRD PARTY SALES CHANNEL",,2.6,0,100,0,59.8,57,0,63,"33382",0.487939178221402,"Y"
"CE-1340566","MEDIUM","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,43,56,45.6,76.66666667,3.333333333,53.33333333,"17997",0.282199454561937,"No"
"CE-6689562","MEDIUM","F",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,37,62,47,11,0,34,"89076",0.441208656368566,"No"
"CE-3527670","LARGE","M",32,"N","N","Y","THIRD PARTY SALES CHANNEL",12,2.6,1,55,44,40.5,43.33333333,4.333333333,54,"68488",0.321953949538409,"N"
"CE-6979944","SMALL","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,61,38,60.6,66.33333333,3.333333333,84.66666667,"20931",0.36361809293937,"Y"
"CE-3366693","SMALL","M",37,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,91,8,55,72.66666667,2,134.6666667,"62609",0.619667809043177,"N"
"CE-3918234","SMALL","F",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,46,54,44.7,23.66666667,1,44,"76680",0.649873366473337,"Y"
"CE-4153720","LARGE","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,79,20,44.8,138.3333333,2.333333333,242,"56738",0.293535118775071,"Y"
"CE-4281626","SMALL","M",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,100,0,45.2,29.66666667,6.666666667,39,"33346",0.228479091738217,"N"
"CE-5153345","MEDIUM","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,43,56,41,78,0.333333333,101,"17601",0.696160636956686,"N"
"CE-3373435","SMALL","F",26,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,29,70,53.1,0.666666667,0,0,"24672",0.192097667494054,"N"
"CE-1106669","MEDIUM","M",28,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,0,100,50,0,0,0,"43615",0.476855250027009,"N"
"CE-6804166","LARGE","M",34,"N","N","N","THIRD PARTY SALES CHANNEL",,2.6,1,90,9,46.7,180.6666667,3.666666667,136.6666667,"00390",0.919526541883317,"Yes"
"CE-2294164","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,14,85,47,82.66666667,10,220.6666667,"57549",0.976534421421805,"Y"
"CE-6818637","LARGE","M",29,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,69,30,50.7,89,0.666666667,123,"48517",0.112433482366498,"Y"
"CE-609384","LARGE","M",47,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,1,77,22,36.2,121.3333333,217.3333333,127.3333333,"52135",0.218740145688161,"No"
"CE-9275876","MEDIUM","M",43,"N","N","N","PRIVATE SALES CHANNEL",24,2.6,0,67,33,43.4,2,0,71.66666667,"35682",0.557324961199662,"No"
"CE-3114292","SMALL","M",34,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.6,1,63,36,48.3,8,2.333333333,12,"64724",0.720787478902584,"N"
"CE-7234563","SMALL","M",38,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.6,0,0,100,56.1,20.33333333,1,38.33333333,"43860",0.238192381921391,"Y"
"CE-6731018","LARGE","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,0,100,46.2,113,0.333333333,75.66666667,"43224",0.966671237366772,"Yes"
"CE-3454230","LARGE","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,93,6,41.7,45.66666667,3.333333333,105.3333333,"28862",0.970489175757301,"Yes"
"CE-9800865","LARGE","M",40,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,61,38,43,290.6666667,0.666666667,270.3333333,"20255",0.0722637528911823,"Y"
"CE-9342090","SMALL","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,100,0,62.8,4,0,15,"33001",0.727550585282575,"Y"
"CE-4002786","SMALL","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,97,3,43.7,5.333333333,0,0,"85060",0.979405539953742,"Y"
"CE-7888971","LARGE","F",36,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,78,21,45.3,27.66666667,0,187.3333333,"97158",0.300798419172393,"Y"
"CE-5718802","MEDIUM","M",43,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,39,60,40.8,1.666666667,0,2,"96845",0.00842815933911205,"N"
"CE-9658827","MEDIUM","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,27,72,42.8,56,0.333333333,95.33333333,"51156",0.307647276628891,"Y"
"CE-8625591","MEDIUM","M",20,"N","N","N","PRIVATE SALES CHANNEL",12,2.566666667,1,39,60,45.6,73,2.666666667,141.3333333,"96913",0.00186061372712549,"No"
"CE-8225244","LARGE","F",29,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,73,27,34.5,58.66666667,1,297.3333333,"70754",0.922223744746365,"Y"
"CE-6010839","LARGE","F",28,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,83,16,54,27.33333333,0,40.66666667,"29600",0.604716618993359,"Yes"
"CE-5260807","MEDIUM","M",32,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,53,47,44.6,11.66666667,11,27.66666667,"44633",0.73460372582343,"Y"
"CE-2810516","SMALL","F",42,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,90,9,56.7,42.33333333,2.333333333,179.3333333,"00968",0.866839884667806,"Yes"
"CE-8987486","MEDIUM","M",49,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,43,56,49.8,33,12.66666667,35.66666667,"17483",0.0123023133831087,"N"
"CE-4052112","TOP","F",28,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,96,3,42.1,93,3.666666667,66.33333333,"94645",0.574138793118533,"No"
"CE-8377686","LARGE","F",53,"N","N","N","PRIVATE SALES CHANNEL",12,2.566666667,1,33,66,41.5,118,0,37.66666667,"31433",0.120921396998472,"Y"
"CE-350626","MEDIUM","M",48,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,55,44,46.4,117.6666667,21.33333333,139,"68173",0.778876159644236,"Yes"
"CE-8037274","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,100,0,46,97.33333333,6,195,"33065",0.510582328528817,"No"
"CE-8783610","SMALL","M",35,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,34,65,49,51.33333333,2.333333333,157.3333333,"78925",0.542276814588718,"N"
"CE-8402388","MEDIUM","M",28,"N","N","N","PRIVATE SALES CHANNEL",12,2.566666667,1,58,41,46,22.33333333,2.333333333,31,"93970",0.523752324730895,"N"
"CE-881509","MEDIUM","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,1.333333333,0,0,"43454",0.116028859229147,"Yes"
"CE-1891924","MEDIUM","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,57,43,52.5,44.66666667,0.333333333,56.66666667,"58385",0.699945493034295,"Yes"
"CE-5209922","MEDIUM","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0.666666667,0,0,"43433",0.0668246825678909,"Yes"
"CE-7826700","LARGE","M",23,"N","N","Y","THIRD PARTY SALES CHANNEL",12,2.566666667,0,0,100,40.1,101.3333333,34.33333333,89.66666667,"43078",0.808128096078213,"Yes"
"CE-9167122","SMALL","M",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,0,100,54.2,42.33333333,4.666666667,33.66666667,"43707",0.413379639493854,"N"
"CE-2365929","SMALL","F",48,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,0,100,43,11.66666667,0.666666667,31,"43675",0.319317869716106,"N"
"CE-1498701","MEDIUM","F",20,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,72.66666667,20.33333333,94,"43430",0.921056996728392,"N"
"CE-4057736","LARGE","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,44,55,47.5,89,10.33333333,107.6666667,"81719",0.016442259013826,"No"
"CE-8145267","MEDIUM","F",47,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,26,73,45.7,118.6666667,7,326.3333333,"50400",0.982156868079116,"Yes"
"CE-9715587","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,25.33333333,0.333333333,0,"43267",0.877582337476771,"Y"
"CE-7248989","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0.333333333,0,0,"43009",0.961686742031419,"Yes"
"CE-9934520","LARGE","F",34,"N","N","N","PRIVATE SALES CHANNEL",12,2.566666667,0,100,0,28.3,177.3333333,1.666666667,191.3333333,"33680",0.525632927350762,"N"
"CE-3086933","LARGE","F",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,26,74,41.5,38.66666667,11,46,"50917",0.996231180981756,"N"
"CE-4492426","LARGE","U",33,"N","N","N","PRIVATE SALES CHANNEL",12,2.566666667,1,42,57,45.2,23,0,19,"11811",0.0984561911580278,"No"
"CE-8474722","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43052",0.727371044813089,"Yes"
"CE-6987513","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43845",0.838230916633906,"y"
"CE-511870","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0.666666667,0,0,"43404",0.894172811341309,"Y"
"CE-3741054","MEDIUM","M",38,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,39,60,61.4,0.333333333,0,0,"96158",0.0545508780720545,"Y"
"CE-6605452","MEDIUM","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43206",0.73692128820713,"Y"
"CE-6563282","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0.333333333,0,0,"43762",0.999697042512678,"Yes"
"CE-8684468","MEDIUM","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,5.666666667,0,0,"43659",0.169687104005678,"Yes"
"CE-2421873","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43092",0.859922604340815,"Yes"
"CE-1714684","MEDIUM","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43726",0.737460119170436,"Y"
"CE-7865429","MEDIUM","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43083",0.619664105186106,"Yes"
"CE-6194615","SMALL","M",88,"Y","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,100,0,0,0,0,0,0,"43475",0.713568029493926,"Yes"
"CE-1160915","MEDIUM","M",38,"N","N","Y","THIRD PARTY SALES CHANNEL",,2.566666667,0,0,100,50.2,27.66666667,0.333333333,49.66666667,"43521",0.474843114859521,"N"
"CE-1693245","LARGE","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,88,11,56.9,94.66666667,2,153.6666667,"15762",0.11405276232994,"N"
"CE-5102309","LARGE","M",59,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,0,100,43.4,77,2.666666667,88.33333333,"43673",0.519201422720708,"Y"
"CE-5086799","LARGE","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,0,100,45.6,162,8.333333333,434,"43288",0.000976860134776212,"N"
"CE-2616385","LARGE","M",45,"Y","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,93,6,43.5,177.6666667,0,165.3333333,"28786",0.216996026496186,"Yes"
"CE-9024856","LARGE","F",25,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,81,18,44.1,107.6666667,86.66666667,160.6666667,"73599",0.978645281279535,"Yes"
"CE-9677388","LARGE","M",23,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,72,27,37.7,160.6666667,5.666666667,183.3333333,"80555",0.0641648347581549,"y"
"CE-7195409","MEDIUM","M",39,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,33,66,39.9,45.33333333,3.666666667,101,"31751",0.355083282189106,"Y"
"CE-3513130","SMALL","F",38,"N","Y","Y","PRIVATE SALES CHANNEL",,2.566666667,1,49,50,36.6,0.333333333,0,3.333333333,"47191",0.143497654721312,"No"
"CE-1968957","LARGE","M",33,"N","N","N","PRIVATE SALES CHANNEL",,2.566666667,1,87,12,40.7,94.33333333,0,129,"40145",0.950379108826032,"N"
"CE-4839136","TOP","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,25,74,45.5,181,4.333333333,316.6666667,"84540",0.348042891117745,"Y"
"CE-5821885","MEDIUM","M",39,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,58,41,52.9,43,1.333333333,67,"93171",0.982549143399069,"Yes"
"CE-4341727","MEDIUM","F",21,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,87,12,32.3,60.66666667,10,136,"40449",0.467783232607148,"y"
"CE-3000144","LARGE","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,50,49,46.5,53.66666667,2.333333333,72,"05984",0.340402543475587,"Y"
"CE-8883088","MEDIUM","M",29,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,63,36,48.6,71.66666667,0,53.33333333,"64885",0.077843832159328,"Yes"
"CE-1085981","LARGE","M",37,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,0,100,38.8,103,15.33333333,125.6666667,"43304",0.997409367212815,"Yes"
"CE-6800715","MEDIUM","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,66,33,57.7,24.33333333,1.666666667,46.33333333,"26133",0.00116621797515459,"N"
"CE-6484622","LARGE","F",34,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,90,9,43.8,133.6666667,16,152.3333333,"00459",0.475543160897672,"Y"
"CE-793388","SMALL","M",42,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,63,36,55.2,27.33333333,0.666666667,44.33333333,"64855",0.796364791516831,"Y"
"CE-9933506","MEDIUM","M",44,"Y","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,50,49,43.9,8,0,13.66666667,"05532",0.814626054931571,"Yes"
"CE-7430590","MEDIUM","M",52,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,100,0,37.2,62.33333333,0.666666667,89.33333333,"33430",0.851128122572222,"y"
"CE-5678803","MEDIUM","F",23,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,66,33,33.7,63.33333333,6,163.6666667,"26342",0.537745862948281,"Yes"
"CE-6270430","SMALL","F",43,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,94,5,52.2,84.66666667,5.333333333,194,"01544",0.00416455158307949,"Y"
"CE-7333689","LARGE","M",22,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,37,62,58,80.33333333,230.6666667,85.66666667,"89502",0.961215501158594,"Y"
"CE-2144242","MEDIUM","M",31,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,100,0,26.7,112.6666667,4.333333333,165.3333333,"33734",0.0547137290963552,"N"
"CE-5087141","MEDIUM","M",33,"N","Y","Y","THIRD PARTY SALES CHANNEL",,2.566666667,1,82,17,44.1,24.66666667,3,42,"72625",0.778245297060164,"N"
"CE-717477","LARGE","F",22,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,63,37,48.3,55.33333333,8.333333333,146.6666667,"64225",0.533760559071832,"Yes"
"CE-4775234","MEDIUM","M",48,"N","N","N","PRIVATE SALES CHANNEL",,2.566666667,0,100,0,25.4,39.66666667,5.666666667,73.66666667,"33678",0.607783941109591,"Yes"
"CE-2930212","LARGE","M",26,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,1,7,92,54,191,28.33333333,171.6666667,"27750",0.748945335538997,"Yes"
"CE-2746311","LARGE","M",31,"Y","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,100,0,0,,61,3.666666667,85.66666667,"43047",0.65984495778034,"N"
"CE-3947999","LARGE","M",19,"N","N","N","THIRD PARTY SALES CHANNEL",,2.566666667,0,100,0,44.1,143.6666667,16.66666667,318.3333333,"33054",0.849676069373987,"Y"
"CE-8417580","MEDIUM","M",31,"Y","N","N","PRIVATE SALES CHANNEL",,2.566666667,1,96,3,42.8,12,0,25,"94172",0.43316204170274,"Yes"
"CE-7449954","MEDIUM","M",44,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,67,32,31.6,3,2,15.66666667,"35703",0.61689769064631,"Y"
"CE-1814638","MEDIUM","M",28,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,45,54,44.8,123.3333333,18.33333333,201.6666667,"30012",0.846976802199005,"N"
"CE-1593642","LARGE","M",33,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,0,100,0,38.6,197.3333333,1.333333333,260.6666667,"33798",0.886089922899947,"Y"
"CE-8927747","LARGE","M",38,"Y","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,100,0,0,0,75.33333333,1,185.6666667,"43037",0.947068261658908,"y"
"CE-4727116","LARGE","M",45,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,0,0,100,39.6,24,1.666666667,6.666666667,"43283",0.960295415111468,"Yes"
"CE-9605328","LARGE","F",25,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,84,15,33.1,98,16.66666667,70.33333333,"34249",0.811232242774351,"N"
"CE-5208156","LARGE","M",27,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,53,46,48.3,51,1.333333333,384,"44223",0.605329764049815,"N"
"CE-9417102","SMALL","M",24,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,45,54,48.4,43.66666667,1.666666667,79.33333333,"30803",0.444952317220134,"Y"
"CE-4972888","LARGE","F",42,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,0,100,0,32.5,17,0.333333333,53.33333333,"33609",0.5785675628141,"Y"
"CE-8819487","MEDIUM","M",42,"N","N","N","THIRD PARTY SALES CHANNEL",12,2.566666667,1,4,95,42.1,19.33333333,0.333333333,31,"71324",0.698903110103233,"N"
"CE-1607856","MEDIUM","M",25,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,38,61,44.5,135,9.666666667,274.6666667,"00485",0.129356973890503,"Yes"
"CE-5710206","LARGE","F",25,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,90,9,43.6,127,1.333333333,127,"00274",0.771810516174461,"N"
"CE-4332823","MEDIUM","F",48,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,18,81,43.6,23.66666667,0.333333333,12.66666667,"79387",0.516597638534108,"N"
"CE-4078195","MEDIUM","F",57,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,45,54,38.7,3.666666667,0.666666667,4.333333333,"30708",0.227513857059826,"No"
"CE-7928039","SMALL","F",32,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,59,40,40.1,23.33333333,0.333333333,23.66666667,"91556",0.988614511740322,"Y"
"CE-2822009","SMALL","M",34,"N","N","N","THIRD PARTY SALES CHANNEL",24,2.566666667,1,40,59,37.9,32,3.333333333,44.66666667,"13542",0.993668746093718,"Y"
"CE-3893242","TOP","M",88,"Y","N","N","PRIVATE SALES CHANNEL",,2.566666667,1,70,29,57.2,414,24.66666667,450.6666667,"65837",0.956289255029345,"Yes"
