"pyBinResponseCountPercentage","pyContents","pyZRatio","pyModelID","pyRelativePositives","pyBinType","pyRelativeResponseCount","pyBinSymbol","pyPredictorName","pyBinPositivesPercentage","pyBinNegatives","pyBinNegativesPercentage","pyRelativeBinPositives","pyType","pyBinLowerBound","pyPerformance","pyPerformanceError","pyResponseCount","pyBinIndex","pyLift","pyBinUpperBound","pySnapshotTime","pxInsName","pyRelativeBinResponseCount","pyTotalBins","pxSaveDateTime","pyNegatives","pyPositives","pyEntryType","pyGroupIndex","pzInsKey","pyBinPositives","pyRelativeBinNegatives","pyRelativeNegatives","pyBinResponseCount","pxCommitDateTime"
7.59,"Range : [7.0, 275.0]",-5.088426,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[43.04, 78.24>","IH.CallCenter.Inbound.Accept.pyHistoricalOutcomeCount",4.73,27,29.03,0,"numeric","43.04","0.892974",0.000141,790,3,0.623386,"78.24","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!3",0,8,"20190923T095918.337 GMT","93.000000","697.000000","Active","21","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!3",33,0,0,60,"20190923T095918.346 GMT"
8.99,"Range : [7.0, 275.0]",8.891159,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[78.24, 100.64>","IH.CallCenter.Inbound.Accept.pyHistoricalOutcomeCount",10.19,0,0,0,"numeric","78.24","0.892974",0.000141,790,4,1.133429,"100.64","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!4",0,8,"20190923T095918.337 GMT","93.000000","697.000000","Active","21","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!4",71,0,0,71,"20190923T095918.346 GMT"
9.75,"Range : [7.0, 275.0]",-5.165416,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[100.64, 111.52>","IH.CallCenter.Inbound.Accept.pyHistoricalOutcomeCount",6.74,30,32.26,0,"numeric","100.64","0.892974",0.000141,790,5,0.691833,"111.52","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!5",0,8,"20190923T095918.338 GMT","93.000000","697.000000","Active","21","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!5",47,0,0,77,"20190923T095918.346 GMT"
34.68,"Range : [7.0, 275.0]",21.248168,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[111.52, 144.16>","IH.CallCenter.Inbound.Accept.pyHistoricalOutcomeCount",39.31,0,0,0,"numeric","111.52","0.892974",0.000141,790,6,1.133429,"144.16","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!6",0,8,"20190923T095918.338 GMT","93.000000","697.000000","Active","21","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!6",274,0,0,274,"20190923T095918.346 GMT"
15.19,"Range : [7.0, 275.0]",1.857035,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[144.16, 166.56>","IH.CallCenter.Inbound.Accept.pyHistoricalOutcomeCount",15.93,9,9.68,0,"numeric","144.16","0.892974",0.000141,790,7,1.048422,"166.56","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!7",0,8,"20190923T095918.338 GMT","93.000000","697.000000","Active","21","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!7",111,0,0,120,"20190923T095918.346 GMT"
11.65,"Range : [7.0, 275.0]",10.295149,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,">=166.56","IH.CallCenter.Inbound.Accept.pyHistoricalOutcomeCount",13.2,0,0,0,"numeric","166.56","0.892974",0.000141,790,8,1.133429,"484.0","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!8",0,8,"20190923T095918.338 GMT","93.000000","697.000000","Active","21","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.ACCEPT.PYHISTORICALOUTCOMECOUNT!8",92,0,0,92,"20190923T095918.346 GMT"
69.79,"No. symbols = 5",-10.409352,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"InsuranceCoverage","IH.CallCenter.Inbound.Reject.pxLastGroupID",37.11,366,81.33,0,"symbolic",NA,"0.772117",0.000423,609,1,0.53172,NA,"20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!1",0,4,"20190923T095918.333 GMT","450.000000","159.000000","Active","19","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!1",59,0,0,425,"20190923T095918.346 GMT"
13.79,"No. symbols = 5",3.725469,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"Phones","IH.CallCenter.Inbound.Reject.pxLastGroupID",23.9,46,10.22,0,"symbolic",NA,"0.772117",0.000423,609,2,1.732704,NA,"20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!2",0,4,"20190923T095918.334 GMT","450.000000","159.000000","Active","19","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!2",38,0,0,84,"20190923T095918.346 GMT"
12.64,"No. symbols = 5",9.00634,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"Membership","IH.CallCenter.Inbound.Reject.pxLastGroupID",38.99,15,3.33,0,"symbolic",NA,"0.772117",0.000423,609,3,3.084048,NA,"20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!3",0,4,"20190923T095918.334 GMT","450.000000","159.000000","Active","19","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!3",62,0,0,77,"20190923T095918.346 GMT"
3.78,"No. symbols = 5",-4.923299,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"RESIDUAL",0,"Tablets, Tariffs","IH.CallCenter.Inbound.Reject.pxLastGroupID",0,23,5.11,0,"symbolic",NA,"0.772117",0.000423,609,4,0,NA,"20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!4",0,4,"20190923T095918.334 GMT","450.000000","159.000000","Active","19","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTGROUPID!4",0,0,0,23,"20190923T095918.346 GMT"
73.56,"Range : [61.03, 308.32]",-11.868148,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"<64.5546","IH.CallCenter.Inbound.Reject.pxLastOutcomeTime.DaysSince",37.11,389,86.44,0,"numeric","61.034579","0.797862",0.000364,609,1,0.504422,"64.554579","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!1",0,4,"20190923T095918.332 GMT","450.000000","159.000000","Active","18","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!1",59,0,0,448,"20190923T095918.346 GMT"
8.54,"Range : [61.03, 308.32]",6.98788,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[64.5546, 67.4346>","IH.CallCenter.Inbound.Reject.pxLastOutcomeTime.DaysSince",27.04,9,2,0,"numeric","64.554579","0.797862",0.000364,609,2,3.167271,"67.434579","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!2",0,4,"20190923T095918.332 GMT","450.000000","159.000000","Active","18","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!2",43,0,0,52,"20190923T095918.346 GMT"
5.25,"Range : [61.03, 308.32]",-5.869392,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[67.4346, 98.4746>","IH.CallCenter.Inbound.Reject.pxLastOutcomeTime.DaysSince",0,32,7.11,0,"numeric","67.434579","0.797862",0.000364,609,3,0,"98.474579","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!3",0,4,"20190923T095918.333 GMT","450.000000","159.000000","Active","18","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!3",0,0,0,32,"20190923T095918.346 GMT"
12.64,"Range : [61.03, 308.32]",8.000662,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,">=98.4746","IH.CallCenter.Inbound.Reject.pxLastOutcomeTime.DaysSince",35.85,20,4.44,0,"numeric","98.474579","0.797862",0.000364,609,4,2.835334,"317.034579","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!4",0,4,"20190923T095918.333 GMT","450.000000","159.000000","Active","18","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PXLASTOUTCOMETIME.DAYSSINCE!4",57,0,0,77,"20190923T095918.346 GMT"
14.12,"Range : [1.0, 232.0]",8.797098,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"<15.28","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",40.25,22,4.89,0,"numeric","-178.0","0.971363",2.6e-05,609,1,2.850373,"15.28","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!1",0,8,"20190923T095918.330 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!1",64,0,0,86,"20190923T095918.346 GMT"
5.09,"Range : [1.0, 232.0]",0.748835,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[15.28, 24.24>","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",6.29,21,4.67,0,"numeric","15.28","0.971363",2.6e-05,609,2,1.235545,"24.24","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!2",0,8,"20190923T095918.330 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!2",10,0,0,31,"20190923T095918.346 GMT"
6.24,"Range : [1.0, 232.0]",7.066391,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[24.24, 35.12>","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",23.9,0,0,0,"numeric","24.24","0.971363",2.6e-05,609,3,3.830189,"35.12","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!3",0,8,"20190923T095918.330 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!3",38,0,0,38,"20190923T095918.346 GMT"
8.21,"Range : [1.0, 232.0]",-7.5,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[35.12, 56.24>","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",0,50,11.11,0,"numeric","35.12","0.971363",2.6e-05,609,4,0,"56.24","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!4",0,8,"20190923T095918.331 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!4",0,0,0,50,"20190923T095918.346 GMT"
10.67,"Range : [1.0, 232.0]",-0.609637,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[56.24, 78.64>","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",9.43,50,11.11,0,"numeric","56.24","0.971363",2.6e-05,609,5,0.88389,"78.64","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!5",0,8,"20190923T095918.331 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!5",15,0,0,65,"20190923T095918.346 GMT"
12.15,"Range : [1.0, 232.0]",-9.410836,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[78.64, 89.52>","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",0,74,16.44,0,"numeric","78.64","0.971363",2.6e-05,609,6,0,"89.52","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!6",0,8,"20190923T095918.331 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!6",0,0,0,74,"20190923T095918.346 GMT"
5.25,"Range : [1.0, 232.0]",6.329533,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[89.52, 97.2>","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",20.13,0,0,0,"numeric","89.52","0.971363",2.6e-05,609,7,3.830189,"97.2","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!7",0,8,"20190923T095918.331 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!7",32,0,0,32,"20190923T095918.346 GMT"
38.26,"Range : [1.0, 232.0]",-21.981349,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,">=97.2","IH.CallCenter.Inbound.Reject.pyHistoricalOutcomeCount",0,233,51.78,0,"numeric","97.2","0.971363",2.6e-05,609,8,0,"334.0","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!8",0,8,"20190923T095918.332 GMT","450.000000","159.000000","Active","17","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!IH.CALLCENTER.INBOUND.REJECT.PYHISTORICALOUTCOMECOUNT!8",0,0,0,233,"20190923T095918.346 GMT"
9.86,"Range : [16877.0, 94528.0]",5.939078,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"<24470.88","Income",13.63,19,4.14,0,"numeric","-111844.0","0.867973",0.000109,1156,1,1.382114,"24470.88","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!1",0,13,"20190923T095918.319 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!1",95,0,0,114,"20190923T095918.346 GMT"
10.47,"Range : [16877.0, 94528.0]",-12.818602,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[56911.2, 62481.76>","Income",0,121,26.36,0,"numeric","56911.2","0.867973",0.000109,1156,10,0,"62481.76","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!10",0,13,"20190923T095918.322 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!10",0,0,0,121,"20190923T095918.346 GMT"
5.36,"Range : [16877.0, 94528.0]",-2.36927,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[62481.76, 71329.12>","Income",4.02,34,7.41,0,"numeric","62481.76","0.867973",0.000109,1156,11,0.749017,"71329.12","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!11",0,13,"20190923T095918.322 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!11",28,0,0,62,"20190923T095918.346 GMT"
5.88,"Range : [16877.0, 94528.0]",1.047606,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[71329.12, 74933.6>","Income",6.46,23,5.01,0,"numeric","71329.12","0.867973",0.000109,1156,12,1.097561,"74933.6","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!12",0,13,"20190923T095918.323 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!12",45,0,0,68,"20190923T095918.346 GMT"
5.28,"Range : [16877.0, 94528.0]",-8.387446,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,">=74933.6","Income",0,61,13.29,0,"numeric","74933.6","0.867973",0.000109,1156,13,0,"150300.0","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!13",0,13,"20190923T095918.323 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!13",0,0,0,61,"20190923T095918.346 GMT"
6.14,"Range : [16877.0, 94528.0]",8.891159,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[24470.88, 26436.96>","Income",10.19,0,0,0,"numeric","24470.88","0.867973",0.000109,1156,2,1.658537,"26436.96","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!2",0,13,"20190923T095918.320 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!2",71,0,0,71,"20190923T095918.346 GMT"
5.88,"Range : [16877.0, 94528.0]",0.25701,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[26436.96, 29386.08>","Income",6.03,26,5.66,0,"numeric","26436.96","0.867973",0.000109,1156,3,1.02439,"29386.08","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!3",0,13,"20190923T095918.320 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!3",42,0,0,68,"20190923T095918.346 GMT"
5.1,"Range : [16877.0, 94528.0]",4.09728,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[29386.08, 33318.24>","Income",7.03,10,2.18,0,"numeric","29386.08","0.867973",0.000109,1156,4,1.377429,"33318.24","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!4",0,13,"20190923T095918.320 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!4",49,0,0,59,"20190923T095918.346 GMT"
9.78,"Range : [16877.0, 94528.0]",2.29172,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[33318.24, 36267.36>","Income",11.33,34,7.41,0,"numeric","33318.24","0.867973",0.000109,1156,5,1.159508,"36267.36","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!5",0,13,"20190923T095918.321 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!5",79,0,0,113,"20190923T095918.346 GMT"
11.07,"Range : [16877.0, 94528.0]",-5.746358,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[36267.36, 46425.44>","Income",6.46,83,18.08,0,"numeric","36267.36","0.867973",0.000109,1156,6,0.583079,"46425.44","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!6",0,13,"20190923T095918.321 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!6",45,0,0,128,"20190923T095918.346 GMT"
6.14,"Range : [16877.0, 94528.0]",8.891159,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[46425.44, 49374.56>","Income",10.19,0,0,0,"numeric","46425.44","0.867973",0.000109,1156,7,1.658537,"49374.56","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!7",0,13,"20190923T095918.321 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!7",71,0,0,71,"20190923T095918.346 GMT"
10.99,"Range : [16877.0, 94528.0]",8.173629,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[49374.56, 50685.28>","Income",16.21,14,3.05,0,"numeric","49374.56","0.867973",0.000109,1156,8,1.475706,"50685.28","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!8",0,13,"20190923T095918.321 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!8",113,0,0,127,"20190923T095918.346 GMT"
8.04,"Range : [16877.0, 94528.0]",0.65505,"38f31650-cb0a-5f93-91b1-39ab36481054",0,"EQUIBEHAVIOR",0,"[50685.28, 56911.2>","Income",8.46,34,7.41,0,"numeric","50685.28","0.867973",0.000109,1156,9,1.05219,"56911.2","20190923T095858.060 GMT","38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!9",0,13,"20190923T095918.322 GMT","459.000000","697.000000","Active","11","DATA-DECISION-ADM-PREDICTORBINNINGSNAPSHOT 38F31650-CB0A-5F93-91B1-39AB36481054!20190923T095858.060 GMT!INCOME!9",59,0,0,93,"20190923T095918.346 GMT"
